gameDate;teamName;scorer;goalMinute;ownGoal;penalty;homeTeamName;awayTeamName
1930-07-13;United States;Bart McGhee;23;0;0;Belgium;United States
1930-07-13;United States;Tom Florie;45;0;0;Belgium;United States
1930-07-13;United States;Bert Patenaude;69;0;0;Belgium;United States
1930-07-13;France;Lucien Laurent;19;0;0;France;Mexico
1930-07-13;France;Marcel Langiller;40;0;0;France;Mexico
1930-07-13;France;Andre Maschinot;43;0;0;France;Mexico
1930-07-13;Mexico;Juan Carreno;70;0;0;France;Mexico
1930-07-13;France;Andre Maschinot;87;0;0;France;Mexico
1930-07-14;Yugoslavia;Aleksandar Tirnanic;21;0;0;Brazil;Yugoslavia
1930-07-14;Yugoslavia;Ivan Bek;30;0;0;Brazil;Yugoslavia
1930-07-14;Brazil;Preguinho;62;0;0;Brazil;Yugoslavia
1930-07-14;Romania;Adalbert Desu;1;0;0;Peru;Romania
1930-07-14;Peru;Luis de Souza;75;0;0;Peru;Romania
1930-07-14;Romania;Constantin Stanciu;79;0;0;Peru;Romania
1930-07-14;Romania;Miklos Kovacs;89;0;0;Peru;Romania
1930-07-15;Argentina;Luis Monti;81;0;0;Argentina;France
1930-07-16;Chile;Carlos Vidal;3;0;0;Chile;Mexico
1930-07-16;Chile;Manuel Rosas;52;1;0;Chile;Mexico
1930-07-16;Chile;Carlos Vidal;65;0;0;Chile;Mexico
1930-07-17;Yugoslavia;Ivan Bek;60;0;0;Bolivia;Yugoslavia
1930-07-17;Yugoslavia;Blagoje Marjanovic;65;0;0;Bolivia;Yugoslavia
1930-07-17;Yugoslavia;Ivan Bek;67;0;0;Bolivia;Yugoslavia
1930-07-17;Yugoslavia;Dorde Vujadinovic;85;0;0;Bolivia;Yugoslavia
1930-07-17;United States;Bert Patenaude;10;0;0;Paraguay;United States
1930-07-17;United States;Bert Patenaude;15;0;0;Paraguay;United States
1930-07-17;United States;Bert Patenaude;50;0;0;Paraguay;United States
1930-07-18;Uruguay;Hector Castro;65;0;0;Uruguay;Peru
1930-07-19;Argentina;Guillermo Stabile;8;0;0;Argentina;Mexico
1930-07-19;Argentina;Adolfo Zumelzu;12;0;0;Argentina;Mexico
1930-07-19;Argentina;Guillermo Stabile;17;0;0;Argentina;Mexico
1930-07-19;Mexico;Manuel Rosas;42;0;1;Argentina;Mexico
1930-07-19;Argentina;Francisco Varallo;53;0;0;Argentina;Mexico
1930-07-19;Argentina;Adolfo Zumelzu;55;0;0;Argentina;Mexico
1930-07-19;Mexico;Manuel Rosas;65;0;0;Argentina;Mexico
1930-07-19;Mexico;Roberto Gayon;75;0;0;Argentina;Mexico
1930-07-19;Argentina;Guillermo Stabile;80;0;0;Argentina;Mexico
1930-07-19;Chile;Guillermo Subiabre;67;0;0;Chile;France
1930-07-20;Paraguay;Luis Vargas Pena;40;0;0;Belgium;Paraguay
1930-07-20;Brazil;Moderato Wisintainer;37;0;0;Bolivia;Brazil
1930-07-20;Brazil;Preguinho;57;0;0;Bolivia;Brazil
1930-07-20;Brazil;Moderato Wisintainer;73;0;0;Bolivia;Brazil
1930-07-20;Brazil;Preguinho;83;0;0;Bolivia;Brazil
1930-07-21;Uruguay;Pablo Dorado;7;0;0;Uruguay;Romania
1930-07-21;Uruguay;Hector Scarone;26;0;0;Uruguay;Romania
1930-07-21;Uruguay;Peregrino Anselmo;31;0;0;Uruguay;Romania
1930-07-21;Uruguay;Pedro Cea;35;0;0;Uruguay;Romania
1930-07-22;Argentina;Guillermo Stabile;12;0;0;Argentina;Chile
1930-07-22;Argentina;Guillermo Stabile;13;0;0;Argentina;Chile
1930-07-22;Chile;Guillermo Subiabre;15;0;0;Argentina;Chile
1930-07-22;Argentina;Mario Evaristo;51;0;0;Argentina;Chile
1930-07-26;Argentina;Luis Monti;20;0;0;Argentina;United States
1930-07-26;Argentina;Alejandro Scopelli;56;0;0;Argentina;United States
1930-07-26;Argentina;Guillermo Stabile;69;0;0;Argentina;United States
1930-07-26;Argentina;Carlos Peucelle;80;0;0;Argentina;United States
1930-07-26;Argentina;Carlos Peucelle;85;0;0;Argentina;United States
1930-07-26;Argentina;Guillermo Stabile;87;0;0;Argentina;United States
1930-07-26;United States;Jim Brown;89;0;0;Argentina;United States
1930-07-27;Yugoslavia;Dorde Vujadinovic;4;0;0;Uruguay;Yugoslavia
1930-07-27;Uruguay;Pedro Cea;18;0;0;Uruguay;Yugoslavia
1930-07-27;Uruguay;Peregrino Anselmo;20;0;0;Uruguay;Yugoslavia
1930-07-27;Uruguay;Peregrino Anselmo;31;0;0;Uruguay;Yugoslavia
1930-07-27;Uruguay;Santos Iriarte;61;0;0;Uruguay;Yugoslavia
1930-07-27;Uruguay;Pedro Cea;67;0;0;Uruguay;Yugoslavia
1930-07-27;Uruguay;Pedro Cea;72;0;0;Uruguay;Yugoslavia
1930-07-30;Uruguay;Pablo Dorado;12;0;0;Uruguay;Argentina
1930-07-30;Argentina;Carlos Peucelle;20;0;0;Uruguay;Argentina
1930-07-30;Argentina;Guillermo Stabile;37;0;0;Uruguay;Argentina
1930-07-30;Uruguay;Pedro Cea;57;0;0;Uruguay;Argentina
1930-07-30;Uruguay;Santos Iriarte;68;0;0;Uruguay;Argentina
1930-07-30;Uruguay;Hector Castro;89;0;0;Uruguay;Argentina
1934-01-28;Cuba;Mario Lopez;20;0;1;Haiti;Cuba
1934-01-28;Cuba;Hector Socorro;61;0;0;Haiti;Cuba
1934-01-28;Cuba;Angel Martinez;64;0;0;Haiti;Cuba
1934-01-28;Haiti;Robert St. Fort;85;0;1;Haiti;Cuba
1934-02-01;Haiti;Robert St. Fort;25;0;1;Haiti;Cuba
1934-02-01;Cuba;Mario Lopez;85;0;0;Haiti;Cuba
1934-02-04;Cuba;Hector Socorro;5;0;0;Haiti;Cuba
1934-02-04;Cuba;Mario Lopez;18;0;0;Haiti;Cuba
1934-02-04;Cuba;Francisco Socorro;37;0;0;Haiti;Cuba
1934-02-04;Cuba;Enrique Ferrer;62;0;0;Haiti;Cuba
1934-02-04;Cuba;Salvador Soto;78;0;0;Haiti;Cuba
1934-02-04;Cuba;Mario Lopez;86;0;0;Haiti;Cuba
1934-02-25;Belgium;Jean Capelle;15;0;0;Republic of Ireland;Belgium
1934-02-25;Republic of Ireland;Paddy Moore;27;0;0;Republic of Ireland;Belgium
1934-02-25;Belgium;Stan Vanden Eynde;30;0;0;Republic of Ireland;Belgium
1934-02-25;Belgium;Francois Vanden Eynde;47;0;0;Republic of Ireland;Belgium
1934-02-25;Republic of Ireland;Paddy Moore;48;0;0;Republic of Ireland;Belgium
1934-02-25;Republic of Ireland;Paddy Moore;56;0;0;Republic of Ireland;Belgium
1934-02-25;Belgium;Francois Vanden Eynde;60;0;0;Republic of Ireland;Belgium
1934-02-25;Republic of Ireland;Paddy Moore;75;0;0;Republic of Ireland;Belgium
1934-03-04;Mexico;Dionisio Mejia;12;0;0;Mexico;Cuba
1934-03-04;Mexico;Dionisio Mejia;14;0;0;Mexico;Cuba
1934-03-04;Mexico;Dionisio Mejia;16;0;0;Mexico;Cuba
1934-03-04;Cuba;Mario Lopez;40;0;0;Mexico;Cuba
1934-03-04;Cuba;Mario Lopez;63;0;0;Mexico;Cuba
1934-03-11;Germany;Josef Rasselnberg;2;0;0;Luxembourg;Germany
1934-03-11;Germany;Willi Wigold;12;0;0;Luxembourg;Germany
1934-03-11;Germany;Ernst Albrecht;24;0;0;Luxembourg;Germany
1934-03-11;Luxembourg;Ernest Mengel;27;0;0;Luxembourg;Germany
1934-03-11;Germany;Karl Hohmann;30;0;0;Luxembourg;Germany
1934-03-11;Germany;Josef Rasselnberg;35;0;0;Luxembourg;Germany
1934-03-11;Germany;Karl Hohmann;52;0;0;Luxembourg;Germany
1934-03-11;Germany;Karl Hohmann;53;0;0;Luxembourg;Germany
1934-03-11;Germany;Josef Rasselnberg;57;0;0;Luxembourg;Germany
1934-03-11;Germany;Josef Rasselnberg;89;0;0;Luxembourg;Germany
1934-03-11;Mexico;Jorge Sota;24;0;0;Mexico;Cuba
1934-03-11;Mexico;Dionisio Mejia;31;0;0;Mexico;Cuba
1934-03-11;Mexico;Dionisio Mejia;40;0;0;Mexico;Cuba
1934-03-11;Mexico;Felipe Rosas;72;0;0;Mexico;Cuba
1934-03-11;Mexico;Dionisio Mejia;79;0;0;Mexico;Cuba
1934-03-11;Spain;Eduardo Gonzalez Valino;3;0;0;Spain;Portugal
1934-03-11;Spain;Isidro Langara;13;0;0;Spain;Portugal
1934-03-11;Spain;Isidro Langara;14;0;1;Spain;Portugal
1934-03-11;Spain;Isidro Langara;46;0;0;Spain;Portugal
1934-03-11;Spain;Luis Regueiro;65;0;0;Spain;Portugal
1934-03-11;Spain;Marti Ventolra;68;0;0;Spain;Portugal
1934-03-11;Spain;Luis Regueiro;70;0;0;Spain;Portugal
1934-03-11;Spain;Isidro Langara;71;0;0;Spain;Portugal
1934-03-11;Spain;Isidro Langara;85;0;0;Spain;Portugal
1934-03-16;Egypt;Mahmoud Mokhtar El-Tetsh;11;0;0;Egypt;Israel
1934-03-16;Egypt;Mostafa Taha;21;0;0;Egypt;Israel
1934-03-16;Egypt;Mahmoud Mokhtar El-Tetsh;35;0;0;Egypt;Israel
1934-03-16;Egypt;Mohamed Latif;43;0;0;Egypt;Israel
1934-03-16;Egypt;Mahmoud Mokhtar El-Tetsh;51;0;0;Egypt;Israel
1934-03-16;Israel;Avraham Nudelmann;61;0;0;Egypt;Israel
1934-03-16;Egypt;Mostafa Taha;79;0;0;Egypt;Israel
1934-03-16;Egypt;Mohamed Latif;87;0;0;Egypt;Israel
1934-03-18;Cuba;Mario Lopez;15;0;0;Mexico;Cuba
1934-03-18;Mexico;Manuel Alonso;32;0;0;Mexico;Cuba
1934-03-18;Mexico;Jose Ruvalcaba;41;0;0;Mexico;Cuba
1934-03-18;Mexico;Fernando Marcos;55;0;0;Mexico;Cuba
1934-03-18;Mexico;Manuel Alonso;75;0;0;Mexico;Cuba
1934-03-18;Portugal;Vitor Silva;10;0;0;Portugal;Spain
1934-03-18;Spain;Isidro Langara;12;0;0;Portugal;Spain
1934-03-18;Spain;Isidro Langara;25;0;0;Portugal;Spain
1934-03-25;Bulgaria;Dimitar Baikushev;27;0;0;Bulgaria;Hungary
1934-03-25;Hungary;Gyorgy Sarosi;29;0;0;Bulgaria;Hungary
1934-03-25;Hungary;Gabor P. Szabo;61;0;1;Bulgaria;Hungary
1934-03-25;Hungary;Geza Toldi;88;0;0;Bulgaria;Hungary
1934-03-25;Hungary;Imre Markos;89;0;0;Bulgaria;Hungary
1934-03-25;Italy;Anfilogino Guarisi;40;0;0;Italy;Greece
1934-03-25;Italy;Giuseppe Meazza;44;0;0;Italy;Greece
1934-03-25;Italy;Giovanni Ferrari;69;0;0;Italy;Greece
1934-03-25;Italy;Giuseppe Meazza;71;0;0;Italy;Greece
1934-04-06;Egypt;Mohamed Latif;2;0;0;Israel;Egypt
1934-04-06;Egypt;Mahmoud Mokhtar El-Tetsh;7;0;0;Israel;Egypt
1934-04-06;Egypt;Mahmoud Mokhtar El-Tetsh;22;0;0;Israel;Egypt
1934-04-06;Egypt;Abdulrahman Fawzi;35;0;0;Israel;Egypt
1934-04-06;Israel;Yohanan Sukenik;54;0;0;Israel;Egypt
1934-04-08;Netherlands;Kick Smit;41;0;0;Netherlands;Republic of Ireland
1934-04-08;Republic of Ireland;Johnny Squires;44;0;0;Netherlands;Republic of Ireland
1934-04-08;Republic of Ireland;Paddy Moore;57;0;0;Netherlands;Republic of Ireland
1934-04-08;Netherlands;Bep Bakhuys;67;0;0;Netherlands;Republic of Ireland
1934-04-08;Netherlands;Bep Bakhuys;78;0;0;Netherlands;Republic of Ireland
1934-04-08;Netherlands;Leen Vente;83;0;0;Netherlands;Republic of Ireland
1934-04-08;Netherlands;Kick Smit;85;0;0;Netherlands;Republic of Ireland
1934-04-15;France;Alfred Aston;3;0;0;Luxembourg;France
1934-04-15;France;Jean Nicolas;26;0;0;Luxembourg;France
1934-04-15;Luxembourg;Theophile Speicher;47;0;0;Luxembourg;France
1934-04-15;France;Jean Nicolas;67;0;0;Luxembourg;France
1934-04-15;France;Ernest Liberati;80;0;0;Luxembourg;France
1934-04-15;France;Jean Nicolas;85;0;0;Luxembourg;France
1934-04-15;France;Jean Nicolas;89;0;1;Luxembourg;France
1934-04-25;Austria;Johann Horvath;19;0;0;Austria;Bulgaria
1934-04-25;Austria;Johann Horvath;22;0;0;Austria;Bulgaria
1934-04-25;Austria;Johann Horvath;33;0;0;Austria;Bulgaria
1934-04-25;Austria;Karl Zischek;59;0;0;Austria;Bulgaria
1934-04-25;Austria;Rudolf Viertl;62;0;0;Austria;Bulgaria
1934-04-25;Bulgaria;Mihail Lozanov;66;0;0;Austria;Bulgaria
1934-04-25;Austria;Matthias Sindelar;67;0;0;Austria;Bulgaria
1934-04-29;Belgium;Laurent Grimmonprez;51;0;0;Belgium;Netherlands
1934-04-29;Netherlands;Kick Smit;60;0;0;Belgium;Netherlands
1934-04-29;Netherlands;Bep Bakhuys;62;0;0;Belgium;Netherlands
1934-04-29;Netherlands;Leen Vente;64;0;0;Belgium;Netherlands
1934-04-29;Belgium;Bernard Voorhoof;71;0;0;Belgium;Netherlands
1934-04-29;Netherlands;Bep Bakhuys;84;0;0;Belgium;Netherlands
1934-04-29;Hungary;Gabor P. Szabo;9;0;0;Hungary;Bulgaria
1934-04-29;Hungary;Gabor P. Szabo;58;0;0;Hungary;Bulgaria
1934-04-29;Hungary;Jozsef Solti;60;0;0;Hungary;Bulgaria
1934-04-29;Bulgaria;Vladimir Todorov;61;0;0;Hungary;Bulgaria
1934-04-29;Hungary;Jozsef Solti;73;0;0;Hungary;Bulgaria
1934-04-29;Romania;Sandor Schwartz;38;0;0;Romania;Yugoslavia
1934-04-29;Yugoslavia;Vladimir Kragic;71;0;0;Romania;Yugoslavia
1934-04-29;Romania;Stefan Dobay;74;0;0;Romania;Yugoslavia
1934-05-24;Mexico;Manuel Alonso;25;0;0;Mexico;United States
1934-05-24;United States;Aldo Donelli;28;0;0;Mexico;United States
1934-05-24;United States;Aldo Donelli;32;0;0;Mexico;United States
1934-05-24;United States;Aldo Donelli;74;0;0;Mexico;United States
1934-05-24;Mexico;Dionisio Mejia;75;0;0;Mexico;United States
1934-05-24;United States;Aldo Donelli;87;0;0;Mexico;United States
1934-05-27;Argentina;Ernesto Belis;4;0;0;Argentina;Sweden
1934-05-27;Sweden;Sven Jonasson;9;0;0;Argentina;Sweden
1934-05-27;Argentina;Alberto Galateo;48;0;0;Argentina;Sweden
1934-05-27;Sweden;Sven Jonasson;67;0;0;Argentina;Sweden
1934-05-27;Sweden;Knut Kroon;79;0;0;Argentina;Sweden
1934-05-27;France;Jean Nicolas;18;0;0;Austria;France
1934-05-27;Austria;Matthias Sindelar;44;0;0;Austria;France
1934-05-27;Austria;Anton Schall;93;0;0;Austria;France
1934-05-27;Austria;Josef Bican;109;0;0;Austria;France
1934-05-27;France;Georges Verriest;116;0;1;Austria;France
1934-05-27;Germany;Stanislaus Kobierski;25;0;0;Belgium;Germany
1934-05-27;Belgium;Bernard Voorhoof;29;0;0;Belgium;Germany
1934-05-27;Belgium;Bernard Voorhoof;43;0;0;Belgium;Germany
1934-05-27;Germany;Otto Siffling;49;0;0;Belgium;Germany
1934-05-27;Germany;Edmund Conen;66;0;0;Belgium;Germany
1934-05-27;Germany;Edmund Conen;70;0;0;Belgium;Germany
1934-05-27;Germany;Edmund Conen;87;0;0;Belgium;Germany
1934-05-27;Spain;Jose Iraragorri;18;0;1;Brazil;Spain
1934-05-27;Spain;Jose Iraragorri;25;0;0;Brazil;Spain
1934-05-27;Spain;Isidro Langara;29;0;0;Brazil;Spain
1934-05-27;Brazil;Leonidas;55;0;0;Brazil;Spain
1934-05-27;Romania;Stefan Dobay;11;0;0;Czechoslovakia;Romania
1934-05-27;Czechoslovakia;Antonin Puc;50;0;0;Czechoslovakia;Romania
1934-05-27;Czechoslovakia;Oldrich Nejedly;67;0;0;Czechoslovakia;Romania
1934-05-27;Hungary;Pal Teleki;11;0;0;Egypt;Hungary
1934-05-27;Hungary;Geza Toldi;31;0;0;Egypt;Hungary
1934-05-27;Egypt;Abdulrahman Fawzi;35;0;0;Egypt;Hungary
1934-05-27;Egypt;Abdulrahman Fawzi;39;0;0;Egypt;Hungary
1934-05-27;Hungary;Jenő Vincze;53;0;0;Egypt;Hungary
1934-05-27;Hungary;Geza Toldi;61;0;0;Egypt;Hungary
1934-05-27;Italy;Angelo Schiavio;18;0;0;Italy;United States
1934-05-27;Italy;Raimundo Orsi;20;0;0;Italy;United States
1934-05-27;Italy;Angelo Schiavio;29;0;0;Italy;United States
1934-05-27;United States;Aldo Donelli;57;0;0;Italy;United States
1934-05-27;Italy;Giovanni Ferrari;63;0;0;Italy;United States
1934-05-27;Italy;Angelo Schiavio;64;0;0;Italy;United States
1934-05-27;Italy;Raimundo Orsi;69;0;0;Italy;United States
1934-05-27;Italy;Giuseppe Meazza;90;0;0;Italy;United States
1934-05-27;Switzerland;Leopold Kielholz;7;0;0;Netherlands;Switzerland
1934-05-27;Netherlands;Kick Smit;29;0;0;Netherlands;Switzerland
1934-05-27;Switzerland;Leopold Kielholz;43;0;0;Netherlands;Switzerland
1934-05-27;Switzerland;Andre Abegglen;66;0;0;Netherlands;Switzerland
1934-05-27;Netherlands;Leen Vente;69;0;0;Netherlands;Switzerland
1934-05-31;Austria;Johann Horvath;8;0;0;Austria;Hungary
1934-05-31;Austria;Karl Zischek;51;0;0;Austria;Hungary
1934-05-31;Hungary;Gyorgy Sarosi;60;0;1;Austria;Hungary
1934-05-31;Switzerland;Leopold Kielholz;18;0;0;Czechoslovakia;Switzerland
1934-05-31;Czechoslovakia;Frantisek Svoboda;24;0;0;Czechoslovakia;Switzerland
1934-05-31;Czechoslovakia;Jiri Sobotka;49;0;0;Czechoslovakia;Switzerland
1934-05-31;Switzerland;Willy Jaggi;78;0;0;Czechoslovakia;Switzerland
1934-05-31;Czechoslovakia;Oldrich Nejedly;82;0;0;Czechoslovakia;Switzerland
1934-05-31;Germany;Karl Hohmann;60;0;0;Germany;Sweden
1934-05-31;Germany;Karl Hohmann;63;0;0;Germany;Sweden
1934-05-31;Sweden;Gosta Dunker;82;0;0;Germany;Sweden
1934-05-31;Spain;Luis Regueiro;30;0;0;Italy;Spain
1934-05-31;Italy;Giovanni Ferrari;44;0;0;Italy;Spain
1934-06-01;Italy;Giuseppe Meazza;11;0;0;Italy;Spain
1934-06-03;Czechoslovakia;Oldrich Nejedly;21;0;0;Czechoslovakia;Germany
1934-06-03;Germany;Rudolf Noack;62;0;0;Czechoslovakia;Germany
1934-06-03;Czechoslovakia;Oldrich Nejedly;69;0;0;Czechoslovakia;Germany
1934-06-03;Czechoslovakia;Oldrich Nejedly;80;0;0;Czechoslovakia;Germany
1934-06-03;Italy;Enrique Guaita;19;0;0;Italy;Austria
1934-06-07;Germany;Ernst Lehner;1;0;0;Austria;Germany
1934-06-07;Germany;Edmund Conen;27;0;0;Austria;Germany
1934-06-07;Austria;Johann Horvath;28;0;0;Austria;Germany
1934-06-07;Germany;Ernst Lehner;42;0;0;Austria;Germany
1934-06-07;Austria;Karl Sesta;54;0;0;Austria;Germany
1934-06-10;Czechoslovakia;Antonin Puc;71;0;0;Italy;Czechoslovakia
1934-06-10;Italy;Raimundo Orsi;81;0;0;Italy;Czechoslovakia
1934-06-10;Italy;Angelo Schiavio;95;0;0;Italy;Czechoslovakia
1938-01-22;Greece;Kleanthis Vikelidis;15;0;0;Israel;Greece
1938-01-22;Greece;Kleanthis Vikelidis;30;0;0;Israel;Greece
1938-01-22;Israel;Peri Neufeld;36;0;0;Israel;Greece
1938-01-22;Greece;Antonis Migiakis;73;0;0;Israel;Greece
1938-02-20;Greece;Kleanthis Vikelidis;88;0;1;Greece;Israel
1938-03-13;Luxembourg;Camille Libar;4;0;0;Luxembourg;Belgium
1938-03-13;Belgium;Bernard Voorhoof;19;0;0;Luxembourg;Belgium
1938-03-13;Luxembourg;Gustave Kemp;33;0;0;Luxembourg;Belgium
1938-03-13;Belgium;Raymond Braine;55;0;0;Luxembourg;Belgium
1938-03-13;Belgium;Francois de Vries;59;0;0;Luxembourg;Belgium
1938-03-25;Hungary;Gyula Zsengeller;15;0;0;Hungary;Greece
1938-03-25;Hungary;Pal Titkos;18;0;0;Hungary;Greece
1938-03-25;Hungary;Gyula Zsengeller;23;0;1;Hungary;Greece
1938-03-25;Hungary;Gyula Zsengeller;25;0;0;Hungary;Greece
1938-03-25;Hungary;Jenő Vincze;26;0;0;Hungary;Greece
1938-03-25;Hungary;Jozsef Nemes;34;0;0;Hungary;Greece
1938-03-25;Hungary;Jozsef Nemes;40;0;0;Hungary;Greece
1938-03-25;Hungary;Jozsef Nemes;52;0;0;Hungary;Greece
1938-03-25;Hungary;Gyula Zsengeller;65;0;0;Hungary;Greece
1938-03-25;Hungary;Pal Titkos;75;0;0;Hungary;Greece
1938-03-25;Hungary;Gyula Zsengeller;81;0;0;Hungary;Greece
1938-03-25;Greece;Lefteris Makris;89;0;0;Hungary;Greece
1938-04-03;Netherlands;Henk van Spaandonck;37;0;0;Belgium;Netherlands
1938-04-03;Belgium;Hendrik Isemborghs;53;0;0;Belgium;Netherlands
1938-04-03;Yugoslavia;Blagoje Marjanovic;61;0;0;Yugoslavia;Poland
1938-04-24;Czechoslovakia;Ladislav Simůnek;21;0;0;Czechoslovakia;Bulgaria
1938-04-24;Czechoslovakia;Oldrich Nejedly;57;0;0;Czechoslovakia;Bulgaria
1938-04-24;Czechoslovakia;Josef Ludl;73;0;0;Czechoslovakia;Bulgaria
1938-04-24;Czechoslovakia;Oldrich Nejedly;77;0;0;Czechoslovakia;Bulgaria
1938-04-24;Czechoslovakia;Ladislav Simůnek;79;0;0;Czechoslovakia;Bulgaria
1938-04-24;Czechoslovakia;Ladislav Simůnek;89;0;0;Czechoslovakia;Bulgaria
1938-05-01;Switzerland;Georges Aeby;24;0;0;Switzerland;Portugal
1938-05-01;Switzerland;Lauro Amado;29;0;0;Switzerland;Portugal
1938-05-01;Portugal;Fernando Peyroteo;72;0;1;Switzerland;Portugal
1938-06-04;Germany;Josef Gauchel;29;0;0;Germany;Switzerland
1938-06-04;Switzerland;Andre Abegglen;43;0;0;Germany;Switzerland
1938-06-05;Brazil;Leonidas da Silva;18;0;0;Brazil;Poland
1938-06-05;Poland;Friedrich Scherfke;23;0;1;Brazil;Poland
1938-06-05;Brazil;Romeu Pellicciari;25;0;0;Brazil;Poland
1938-06-05;Brazil;Jose Peracio;44;0;0;Brazil;Poland
1938-06-05;Poland;Ernst Wilimowski;53;0;0;Brazil;Poland
1938-06-05;Poland;Ernst Wilimowski;59;0;0;Brazil;Poland
1938-06-05;Brazil;Jose Peracio;71;0;0;Brazil;Poland
1938-06-05;Poland;Ernst Wilimowski;89;0;0;Brazil;Poland
1938-06-05;Brazil;Leonidas da Silva;93;0;0;Brazil;Poland
1938-06-05;Brazil;Leonidas da Silva;104;0;0;Brazil;Poland
1938-06-05;Poland;Ernst Wilimowski;118;0;0;Brazil;Poland
1938-06-05;Romania;Silviu Bindea;35;0;0;Cuba;Romania
1938-06-05;Cuba;Hector Socorro;44;0;0;Cuba;Romania
1938-06-05;Cuba;Jose Magrina;69;0;0;Cuba;Romania
1938-06-05;Romania;Iuliu Baratky;88;0;0;Cuba;Romania
1938-06-05;Cuba;Hector Socorro;103;0;0;Cuba;Romania
1938-06-05;Romania;Stefan Dobay;105;0;0;Cuba;Romania
1938-06-05;Czechoslovakia;Josef Kosťalek;93;0;0;Czechoslovakia;Netherlands
1938-06-05;Czechoslovakia;Josef Zeman;111;0;0;Czechoslovakia;Netherlands
1938-06-05;Czechoslovakia;Oldrich Nejedly;118;0;0;Czechoslovakia;Netherlands
1938-06-05;France;emile Veinante;1;0;0;France;Belgium
1938-06-05;France;Jean Nicolas;16;0;0;France;Belgium
1938-06-05;Belgium;Hendrik Isemborghs;38;0;0;France;Belgium
1938-06-05;France;Jean Nicolas;69;0;0;France;Belgium
1938-06-05;Hungary;Vilmos Kohut;13;0;0;Hungary;Indonesia
1938-06-05;Hungary;Geza Toldi;15;0;0;Hungary;Indonesia
1938-06-05;Hungary;Gyorgy Sarosi;28;0;0;Hungary;Indonesia
1938-06-05;Hungary;Gyula Zsengeller;35;0;0;Hungary;Indonesia
1938-06-05;Hungary;Gyula Zsengeller;76;0;0;Hungary;Indonesia
1938-06-05;Hungary;Gyorgy Sarosi;89;0;0;Hungary;Indonesia
1938-06-05;Italy;Pietro Ferraris;2;0;0;Italy;Norway
1938-06-05;Norway;Arne Brustad;83;0;0;Italy;Norway
1938-06-05;Italy;Silvio Piola;94;0;0;Italy;Norway
1938-06-09;Romania;Stefan Dobay;35;0;0;Cuba;Romania
1938-06-09;Cuba;Hector Socorro;51;0;0;Cuba;Romania
1938-06-09;Cuba;Tomas Fernandez;57;0;0;Cuba;Romania
1938-06-09;Germany;Wilhelm Hahnemann;8;0;0;Germany;Switzerland
1938-06-09;Germany;Ernst Lortscher;22;1;0;Germany;Switzerland
1938-06-09;Switzerland;Eugen Walaschek;42;0;0;Germany;Switzerland
1938-06-09;Switzerland;Alfred Bickel;64;0;0;Germany;Switzerland
1938-06-09;Switzerland;Andre Abegglen;75;0;0;Germany;Switzerland
1938-06-09;Switzerland;Andre Abegglen;78;0;0;Germany;Switzerland
1938-06-12;Brazil;Leonidas da Silva;30;0;0;Brazil;Czechoslovakia
1938-06-12;Czechoslovakia;Oldrich Nejedly;65;0;1;Brazil;Czechoslovakia
1938-06-12;Sweden;Harry Andersson;9;0;0;Cuba;Sweden
1938-06-12;Sweden;Gustav Wetterstrom;22;0;0;Cuba;Sweden
1938-06-12;Sweden;Gustav Wetterstrom;37;0;0;Cuba;Sweden
1938-06-12;Sweden;Gustav Wetterstrom;44;0;0;Cuba;Sweden
1938-06-12;Sweden;Tore Keller;80;0;0;Cuba;Sweden
1938-06-12;Sweden;Harry Andersson;81;0;0;Cuba;Sweden
1938-06-12;Sweden;Arne Nyberg;84;0;0;Cuba;Sweden
1938-06-12;Sweden;Harry Andersson;89;0;0;Cuba;Sweden
1938-06-12;Italy;Gino Colaussi;9;0;0;France;Italy
1938-06-12;France;Oscar Heisserer;10;0;0;France;Italy
1938-06-12;Italy;Silvio Piola;51;0;0;France;Italy
1938-06-12;Italy;Silvio Piola;72;0;0;France;Italy
1938-06-12;Hungary;Gyorgy Sarosi;40;0;0;Hungary;Switzerland
1938-06-12;Hungary;Gyula Zsengeller;89;0;0;Hungary;Switzerland
1938-06-14;Czechoslovakia;Vlastimil Kopecky;25;0;0;Brazil;Czechoslovakia
1938-06-14;Brazil;Leonidas da Silva;57;0;0;Brazil;Czechoslovakia
1938-06-14;Brazil;Roberto Emilio da Cunha;62;0;0;Brazil;Czechoslovakia
1938-06-16;Italy;Gino Colaussi;51;0;0;Brazil;Italy
1938-06-16;Italy;Giuseppe Meazza;60;0;1;Brazil;Italy
1938-06-16;Brazil;Romeu Pellicciari;87;0;0;Brazil;Italy
1938-06-16;Sweden;Arne Nyberg;1;0;0;Hungary;Sweden
1938-06-16;Hungary;Sven Jacobsson;19;1;0;Hungary;Sweden
1938-06-16;Hungary;Pal Titkos;37;0;0;Hungary;Sweden
1938-06-16;Hungary;Gyula Zsengeller;39;0;0;Hungary;Sweden
1938-06-16;Hungary;Gyorgy Sarosi;65;0;0;Hungary;Sweden
1938-06-16;Hungary;Gyula Zsengeller;85;0;0;Hungary;Sweden
1938-06-19;Sweden;Sven Jonasson;28;0;0;Brazil;Sweden
1938-06-19;Sweden;Arne Nyberg;38;0;0;Brazil;Sweden
